datetime_utc,HUMID,TEMP,PM2.5,PM10
2021-02-28 13:00:00,0.4199844788344778,0.5611940298507463,0.002545477121748267,0.0023869164793786
2021-02-28 14:00:00,0.4597656173576194,0.5866819747416763,0.00800894021233,0.0089998819951403
2021-02-28 15:00:00,0.4597656173576194,0.5866819747416763,0.007481219345626067,0.0084384649355711
2021-02-28 16:00:00,0.4597656173576194,0.5866819747416763,0.0070776680946171835,0.007865649679330667
2021-02-28 17:00:00,0.4597656173576194,0.5866819747416763,0.007232880114236017,0.007989912372451917
2021-02-28 18:00:00,0.469547864535441,0.5866819747416763,0.006643074439684566,0.0074890622010766504
2021-02-28 19:00:00,0.4597656173576194,0.5866819747416763,0.006953498478922167,0.0076204767038739
2021-02-28 20:00:00,0.4702000143472958,0.5807883658629928,0.006363692804370733,0.007167901247811934
2021-02-28 21:00:00,0.43400569978935555,0.5519326444699579,0.005463463090581683,0.00597042011517985
2021-02-28 22:00:00,0.4529180443331442,0.5196326061997704,0.005184081455267817,0.00561327661948255
2021-02-28 23:00:00,0.4741129132184245,0.5166475315729048,0.007512261749549834,0.008166472673829167
2021-03-01 00:00:00,0.47835188699548054,0.5298124760811328,0.010647544545849583,0.011842726341366567
2021-03-01 01:00:00,0.4486790705560881,0.5352851128970532,0.013503445706835484,0.014879116536950648
2021-03-01 02:00:00,0.44052719790790335,0.5357060849598163,0.014869311479480932,0.01657387193612
2021-03-01 03:00:00,0.4059632578796,0.5370072713356295,0.01368970013037805,0.015785608413388833
2021-03-01 04:00:00,0.42096270355226,0.5451205510907003,0.01192028310672375,0.01326750092526535
2021-03-01 05:00:00,0.37857296578169936,0.5578262533486414,0.013348233687216667,0.01559250955213575
2021-03-01 06:00:00,0.3841162391824649,0.5485648679678531,0.013037809647979084,0.015411255875658584
2021-03-01 07:00:00,0.40172428410254396,0.5357060849598163,0.011020053392934681,0.012889348988644649
2021-03-01 08:00:00,0.4203105537404052,0.5561423650975891,0.013068852051902868,0.01535582935066925
2021-03-01 09:00:00,0.44998337017979767,0.5833141982395714,0.015490159557956134,0.018114639933202035
2021-03-01 10:00:00,0.46237421660503847,0.5986988136241869,0.01694915254237285,0.02006864843312785
2021-03-01 11:00:00,0.4672653401939493,0.599540757749713,0.017538958216924267,0.020706053470504998
2021-03-01 12:00:00,0.461069916981329,0.599540757749713,0.016452474079592664,0.0195876892324141
2021-03-01 13:00:00,0.4597656173576194,0.599540757749713,0.015614329173651166,0.01850508404270342
2021-03-01 14:00:00,0.4597656173576194,0.599540757749713,0.015924753212888765,0.019577632000057164
2021-03-01 15:00:00,0.4597656173576194,0.5982778415614237,0.017104364561991634,0.020850430628340067
2021-03-01 16:00:00,0.4597656173576194,0.5866819747416763,0.017197491773762917,0.02086093484880175
2021-03-01 17:00:00,0.4793301117132627,0.5485648679678531,0.004408021357173867,0.004597496151432366
2021-03-01 18:00:00,0.4793301117132627,0.5485648679678531,0.0045011485689451505,0.004785007661376067
2021-03-01 19:00:00,0.4597656173576194,0.5824722541140451,0.017290618985534214,0.0206747643031723
2021-03-01 20:00:00,0.4493312203679429,0.5866819747416763,0.017880424660085617,0.021466827224793848
2021-03-01 21:00:00,0.4587873926398372,0.5459624952162266,0.014186378593158184,0.017054160654676583
2021-03-01 22:00:00,0.46009169226354674,0.518369690011481,0.01244800397342765,0.014887609310940965
2021-03-01 23:00:00,0.4705260892532232,0.5217757367011099,0.009902526851679349,0.0116934323143792
2021-03-02 00:00:00,0.48737274926796176,0.518369690011481,0.009467933196746716,0.010402530667853816
2021-03-02 01:00:00,0.469547864535441,0.5319173363949483,0.012106537530266298,0.013673366124380667
2021-03-02 02:00:00,0.41444120543371216,0.538691159586682,0.00509095424349655,0.005643671810605734
2021-03-02 03:00:00,0.4111804563744383,0.5539992345962496,0.004097597317936266,0.004805345620142317
2021-03-02 04:00:00,0.46302636641689326,0.5481821660926139,0.008909169926119032,0.009819099444125534
2021-03-02 05:00:00,0.46237421660503847,0.54814389590509,0.007760600980939899,0.008627987891986199
2021-03-02 06:00:00,0.45650486829834547,0.5485648679678531,0.007946855404482466,0.008932610285375033
2021-03-02 07:00:00,0.45226589452128935,0.5485648679678531,0.00720183771031225,0.007845758708669184
2021-03-02 08:00:00,0.4604177671694742,0.5485648679678531,0.00735704972993105,0.00796868043747615
2021-03-02 09:00:00,0.469547864535441,0.5485648679678531,0.007884770596634966,0.008576584259939617
2021-03-02 10:00:00,0.47215646378286014,0.5485648679678531,0.0081020674241013,0.008868914480447783
2021-03-02 11:00:00,0.47965618661919013,0.5498277841561424,0.008195194635872568,0.00913040252172805
2021-03-02 12:00:00,0.4793301117132627,0.5603520857252201,0.008567703482957666,0.0096254418477415
2021-03-02 13:00:00,0.4793301117132627,0.5485648679678531,0.008878127522195266,0.010002699808152651
2021-03-02 14:00:00,0.4793301117132627,0.5485648679678531,0.009281678773204132,0.01069620185267625
2021-03-02 15:00:00,0.4793301117132627,0.5485648679678531,0.009716272428136783,0.011326678574429733
2021-03-02 16:00:00,0.4793301117132627,0.5485648679678531,0.010026696467374384,0.011644487116908799
2021-03-02 17:00:00,0.48063441133697227,0.5485648679678531,0.010616502141925832,0.0124906355992054
2021-03-02 18:00:00,0.4884602090792296,0.5485648679678531,0.0111752654125535,0.0131631292028056
2021-03-02 19:00:00,0.48878628398515706,0.5485648679678531,0.01160985906748615,0.01361391670644855
2021-03-02 20:00:00,0.4891123588910844,0.5485648679678531,0.011951325510647483,0.014118566276714218
