datetime_utc,timestamp,group_id,member_id,humidity,temperature,pm2.5_alt,pm2.5_cf_1,pm10.0_atm
2019-04-02 17:00:00+00:00,1554224400,2330,208965,27.84,20.2,1.0,0.6005,0.664
2019-04-02 18:00:00+00:00,1554228000,2330,208965,24.309,23.3,31.7,54.4965,69.716
2019-04-02 19:00:00+00:00,1554231600,2330,208965,22.646,24.9,0.1,0.155,0.268
2019-04-04 19:00:00+00:00,1554404400,2330,208965,28.751,23.7,16.1,26.735,30.101
2019-04-04 20:00:00+00:00,1554408000,2330,208965,25.035,26.8,30.1,52.291,68.652
2019-04-04 21:00:00+00:00,1554411600,2330,208965,22.714,28.6,0.1,0.325,0.206
2019-05-10 00:00:00+00:00,1557446400,2330,208965,35.625,24.9,17.3,30.62,45.223
2019-05-10 01:00:00+00:00,1557450000,2330,208965,30.926,26.4,6.2,10.052,13.961
2019-05-10 02:00:00+00:00,1557453600,2330,208965,31.584,26.2,5.0,8.754,11.898
2019-05-10 03:00:00+00:00,1557457200,2330,208965,32.715,26.2,4.2,6.5600000000000005,7.666
2019-05-10 04:00:00+00:00,1557460800,2330,208965,32.0,27.2,3.7,5.6225000000000005,6.562
2019-05-10 05:00:00+00:00,1557464400,2330,208965,31.979,27.2,7.2,11.9225,19.568
2019-05-10 06:00:00+00:00,1557468000,2330,208965,31.056,27.2,1.2,1.0615,1.458
2019-05-10 07:00:00+00:00,1557471600,2330,208965,30.595,27.2,0.9,0.589,0.792
2019-05-10 08:00:00+00:00,1557475200,2330,208965,30.0,26.7,0.9,0.587,0.766
2019-05-10 09:00:00+00:00,1557478800,2330,208965,30.0,26.2,0.8,0.467,0.599
2019-05-10 10:00:00+00:00,1557482400,2330,208965,30.0,26.0,0.8,0.4054999999999999,0.551
2019-05-10 11:00:00+00:00,1557486000,2330,208965,29.453,25.6,0.8,0.508,0.637
2019-05-10 12:00:00+00:00,1557489600,2330,208965,29.297,25.6,0.9,0.6905,0.872
2019-05-10 13:00:00+00:00,1557493200,2330,208965,29.411,25.0,0.9,0.724,0.904
2019-05-10 14:00:00+00:00,1557496800,2330,208965,29.0,25.0,0.9,0.7625,0.936
2019-05-10 15:00:00+00:00,1557500400,2330,208965,29.024,25.0,1.0,0.8005,0.996
2019-05-10 16:00:00+00:00,1557504000,2330,208965,29.0,24.6,1.0,0.882,1.076
2019-05-10 17:00:00+00:00,1557507600,2330,208965,29.0,24.4,0.9,0.706,0.872
2019-05-10 18:00:00+00:00,1557511200,2330,208965,29.0,24.4,0.8,0.4835,0.678
2019-05-10 19:00:00+00:00,1557514800,2330,208965,29.0,24.4,0.7,0.2895,0.396
2019-05-10 20:00:00+00:00,1557518400,2330,208965,29.0,24.4,0.6,0.2249999999999999,0.342
2019-05-10 21:00:00+00:00,1557522000,2330,208965,29.0,24.4,0.6,0.2395,0.402
2019-05-10 22:00:00+00:00,1557525600,2330,208965,29.0,24.4,0.6,0.2105,0.375
2019-05-10 23:00:00+00:00,1557529200,2330,208965,29.375,24.4,0.6,0.247,0.398
2019-05-11 00:00:00+00:00,1557532800,2330,208965,29.157,24.4,0.7,0.425,0.537
2019-05-11 01:00:00+00:00,1557536400,2330,208965,29.0,24.7,1.0,0.9005000000000001,1.015
2019-05-11 02:00:00+00:00,1557540000,2330,208965,29.0,25.0,1.5,1.6225,1.755
2019-05-11 03:00:00+00:00,1557543600,2330,208965,29.0,25.0,1.8,2.144,2.372
2019-05-11 04:00:00+00:00,1557547200,2330,208965,29.0,25.5,2.1,2.543,2.912
2019-05-11 05:00:00+00:00,1557550800,2330,208965,29.0,25.6,2.1,2.699,3.124
2019-05-11 06:00:00+00:00,1557554400,2330,208965,29.0,25.6,2.1,2.678,2.992
2019-05-11 07:00:00+00:00,1557558000,2330,208965,29.0,25.6,2.3,3.0460000000000003,3.351
