datetime_utc,timestamp,group_id,member_id,humidity,temperature,pm2.5_alt,pm2.5_cf_1,pm10.0_atm
2019-04-02 17:00:00+00:00,1554224400,2330,208966,27.209,20.0,0.9,0.631,0.767
2019-04-02 18:00:00+00:00,1554228000,2330,208966,24.82,22.7,33.0,57.7995,75.488
2019-04-02 19:00:00+00:00,1554231600,2330,208966,23.024,24.3,0.1,0.26,0.279
2019-04-04 19:00:00+00:00,1554404400,2330,208966,30.365,22.6,19.6,33.0595,37.53
2019-04-04 20:00:00+00:00,1554408000,2330,208966,25.569,26.2,29.1,51.855,71.488
2019-04-04 21:00:00+00:00,1554411600,2330,208966,23.381,28.0,0.1,0.215,0.285
2019-05-10 02:00:00+00:00,1557453600,2330,208966,37.75,23.8,5.3,9.4275,10.492
2019-05-10 03:00:00+00:00,1557457200,2330,208966,32.753,26.1,5.9,9.8895,11.28
2019-05-10 04:00:00+00:00,1557460800,2330,208966,32.047,26.5,3.7,5.576499999999999,6.752
2019-05-10 05:00:00+00:00,1557464400,2330,208966,30.723,26.9,5.3,9.0855,16.537
2019-05-10 06:00:00+00:00,1557468000,2330,208966,27.834,27.6,0.8,0.5345,0.79
2019-05-10 07:00:00+00:00,1557471600,2330,208966,26.738,27.6,0.8,0.4635,0.684
2019-05-10 08:00:00+00:00,1557475200,2330,208966,27.875,26.7,0.7,0.3325,0.484
2019-05-10 09:00:00+00:00,1557478800,2330,208966,27.265,26.4,0.5,0.1935,0.286
2019-05-10 10:00:00+00:00,1557482400,2330,208966,27.0,26.1,0.6,0.2065,0.332
2019-05-10 11:00:00+00:00,1557486000,2330,208966,27.0,25.8,0.7,0.3535,0.504
2019-05-10 12:00:00+00:00,1557489600,2330,208966,27.0,25.6,0.8,0.4629999999999999,0.672
2019-05-10 13:00:00+00:00,1557493200,2330,208966,26.139,25.4,0.7,0.4405,0.572
2019-05-10 14:00:00+00:00,1557496800,2330,208966,26.0,25.0,0.9,0.663,0.912
2019-05-10 15:00:00+00:00,1557500400,2330,208966,26.0,25.0,1.0,0.786,0.976
2019-05-10 16:00:00+00:00,1557504000,2330,208966,26.0,25.0,0.8,0.5509999999999999,0.68
2019-05-10 17:00:00+00:00,1557507600,2330,208966,26.0,25.0,0.6,0.28,0.492
2019-05-10 18:00:00+00:00,1557511200,2330,208966,26.669,25.0,0.5,0.1815,0.279
2019-05-10 19:00:00+00:00,1557514800,2330,208966,27.0,25.0,0.4,0.128,0.21
2019-05-10 20:00:00+00:00,1557518400,2330,208966,27.0,25.0,0.4,0.137,0.226
2019-05-10 21:00:00+00:00,1557522000,2330,208966,27.0,25.0,0.5,0.1855,0.26
2019-05-10 22:00:00+00:00,1557525600,2330,208966,27.0,25.1,0.4,0.148,0.23
2019-05-10 23:00:00+00:00,1557529200,2330,208966,26.976,25.6,0.5,0.16,0.27
2019-05-11 00:00:00+00:00,1557532800,2330,208966,26.028,25.9,0.6,0.222,0.368
2019-05-11 01:00:00+00:00,1557536400,2330,208966,26.0,26.1,0.8,0.5185,0.619
2019-05-11 02:00:00+00:00,1557540000,2330,208966,26.0,26.2,1.0,0.8435,1.018
2019-05-11 03:00:00+00:00,1557543600,2330,208966,26.0,26.7,1.1,0.952,1.112
2019-05-11 04:00:00+00:00,1557547200,2330,208966,26.0,26.7,1.0,0.9485,1.104
2019-05-11 05:00:00+00:00,1557550800,2330,208966,26.0,26.7,1.0,0.9235,1.049
2019-05-11 06:00:00+00:00,1557554400,2330,208966,26.0,26.7,1.1,0.979,1.162
2019-05-11 07:00:00+00:00,1557558000,2330,208966,26.0,26.7,1.3,1.3995000000000002,1.58
2019-05-11 08:00:00+00:00,1557561600,2330,208966,26.0,26.7,1.5,1.744,1.967
2019-05-11 09:00:00+00:00,1557565200,2330,208966,26.0,26.1,1.4,1.6525,1.905
2019-05-11 10:00:00+00:00,1557568800,2330,208966,26.0,26.1,1.4,1.621,1.931
2019-05-11 11:00:00+00:00,1557572400,2330,208966,26.587,26.1,1.5,1.714,2.059
2019-05-11 12:00:00+00:00,1557576000,2330,208966,27.0,25.9,1.6,2.037,2.34
2019-05-11 13:00:00+00:00,1557579600,2330,208966,27.0,25.6,1.7,2.0885,2.399
2019-05-11 14:00:00+00:00,1557583200,2330,208966,27.0,25.6,1.7,2.1445,2.493
2019-05-11 15:00:00+00:00,1557586800,2330,208966,27.0,25.6,1.7,1.9985,2.368
2019-05-11 16:00:00+00:00,1557590400,2330,208966,27.0,25.3,1.8,2.173,2.552
2019-05-11 17:00:00+00:00,1557594000,2330,208966,27.044,25.0,2.0,2.7645,3.274
2019-05-11 18:00:00+00:00,1557597600,2330,208966,27.666,25.0,2.1,2.8875,3.412
2019-05-11 19:00:00+00:00,1557601200,2330,208966,28.0,25.0,2.1,2.9725,3.428
2019-05-11 20:00:00+00:00,1557604800,2330,208966,28.0,24.7,2.0,2.776,3.155
2019-05-11 21:00:00+00:00,1557608400,2330,208966,28.0,24.4,2.4,3.4085,3.95
2019-05-11 22:00:00+00:00,1557612000,2330,208966,28.0,24.8,2.3,3.3265,3.834
2019-05-11 23:00:00+00:00,1557615600,2330,208966,28.0,25.6,2.0,2.717,3.15
2019-05-12 00:00:00+00:00,1557619200,2330,208966,28.0,25.8,1.6,1.9755,2.317
2019-05-12 01:00:00+00:00,1557622800,2330,208966,28.0,26.1,1.4,1.527,1.839
2019-05-12 02:00:00+00:00,1557626400,2330,208966,28.0,26.4,1.2,1.161,1.388
2019-05-12 03:00:00+00:00,1557630000,2330,208966,28.0,26.7,1.0,0.886,1.048
2019-05-12 04:00:00+00:00,1557633600,2330,208966,28.0,26.7,0.9,0.6515,0.797
