datetime_utc,timestamp,group_id,member_id,humidity,temperature,pm2.5_alt,pm10.0_atm,pm2.5_corrected
2019-04-02 17:00:00+00:00,1554224400,2330,208966,27.209,20.0,0.9,0.767,3.7352282
2019-04-02 18:00:00+00:00,1554228000,2330,208966,24.82,22.7,33.0,75.488,49.040923
2019-04-02 19:00:00+00:00,1554231600,2330,208966,23.024,24.3,0.1,0.279,3.9015712
2019-04-04 19:00:00+00:00,1554404400,2330,208966,30.365,22.6,19.6,37.53,21.780721577275
2019-04-04 20:00:00+00:00,1554408000,2330,208966,25.569,26.2,29.1,71.488,44.3039822
2019-04-04 21:00:00+00:00,1554411600,2330,208966,23.381,28.0,0.1,0.285,3.8472178
2019-05-10 02:00:00+00:00,1557453600,2330,208966,37.75,23.8,5.3,10.492,7.43596
2019-05-10 03:00:00+00:00,1557457200,2330,208966,32.753,26.1,5.9,11.28,8.1087894
2019-05-10 04:00:00+00:00,1557460800,2330,208966,32.047,26.5,3.7,6.752,5.9096346
2019-05-10 05:00:00+00:00,1557464400,2330,208966,30.723,26.9,5.3,16.537,7.8624794
2019-05-10 06:00:00+00:00,1557468000,2330,208966,27.834,27.6,0.8,0.79,3.6307872000000003
2019-05-10 07:00:00+00:00,1557471600,2330,208966,26.738,27.6,0.8,0.684,3.6880584
2019-05-10 08:00:00+00:00,1557475200,2330,208966,27.875,26.7,0.7,0.484,3.521405
2019-05-10 09:00:00+00:00,1557478800,2330,208966,27.265,26.4,0.5,0.286,3.501151
2019-05-10 10:00:00+00:00,1557482400,2330,208966,27.0,26.1,0.6,0.332,3.530806
2019-05-10 11:00:00+00:00,1557486000,2330,208966,27.0,25.8,0.7,0.504,3.607834
2019-05-10 12:00:00+00:00,1557489600,2330,208966,27.0,25.6,0.8,0.672,3.665212
2019-05-10 13:00:00+00:00,1557493200,2330,208966,26.139,25.4,0.7,0.572,3.7276401999999997
2019-05-10 14:00:00+00:00,1557496800,2330,208966,26.0,25.0,0.9,0.912,3.856212
2019-05-10 15:00:00+00:00,1557500400,2330,208966,26.0,25.0,1.0,0.976,3.920664
2019-05-10 16:00:00+00:00,1557504000,2330,208966,26.0,25.0,0.8,0.68,3.797524
2019-05-10 17:00:00+00:00,1557507600,2330,208966,26.0,25.0,0.6,0.492,3.65552
2019-05-10 18:00:00+00:00,1557511200,2330,208966,26.669,25.0,0.5,0.279,3.5462382
2019-05-10 19:00:00+00:00,1557514800,2330,208966,27.0,25.0,0.4,0.21,3.489672
2019-05-10 20:00:00+00:00,1557518400,2330,208966,27.0,25.0,0.4,0.226,3.4943880000000003
2019-05-10 21:00:00+00:00,1557522000,2330,208966,27.0,25.0,0.5,0.26,3.519802
2019-05-10 22:00:00+00:00,1557525600,2330,208966,27.0,25.1,0.4,0.23,3.500152
2019-05-10 23:00:00+00:00,1557529200,2330,208966,26.976,25.6,0.5,0.27,3.5085088
2019-05-11 00:00:00+00:00,1557532800,2330,208966,26.028,25.9,0.6,0.368,3.6227144000000004
2019-05-11 01:00:00+00:00,1557536400,2330,208966,26.0,26.1,0.8,0.619,3.780494
2019-05-11 02:00:00+00:00,1557540000,2330,208966,26.0,26.2,1.0,1.018,3.950794
2019-05-11 03:00:00+00:00,1557543600,2330,208966,26.0,26.7,1.1,1.112,4.007648
2019-05-11 04:00:00+00:00,1557547200,2330,208966,26.0,26.7,1.0,1.104,4.005814
2019-05-11 05:00:00+00:00,1557550800,2330,208966,26.0,26.7,1.0,1.049,3.992714
2019-05-11 06:00:00+00:00,1557554400,2330,208966,26.0,26.7,1.1,1.162,4.021796
2019-05-11 07:00:00+00:00,1557558000,2330,208966,26.0,26.7,1.3,1.58,4.242138000000001
2019-05-11 08:00:00+00:00,1557561600,2330,208966,26.0,26.7,1.5,1.967,4.422656
2019-05-11 09:00:00+00:00,1557565200,2330,208966,26.0,26.1,1.4,1.905,4.37471
2019-05-11 10:00:00+00:00,1557568800,2330,208966,26.0,26.1,1.4,1.931,4.358204
2019-05-11 11:00:00+00:00,1557572400,2330,208966,26.587,26.1,1.5,2.059,4.356336600000001
2019-05-11 12:00:00+00:00,1557576000,2330,208966,27.0,25.9,1.6,2.34,4.489988
2019-05-11 13:00:00+00:00,1557579600,2330,208966,27.0,25.6,1.7,2.399,4.516974
2019-05-11 14:00:00+00:00,1557583200,2330,208966,27.0,25.6,1.7,2.493,4.546318
2019-05-11 15:00:00+00:00,1557586800,2330,208966,27.0,25.6,1.7,2.368,4.469814
2019-05-11 16:00:00+00:00,1557590400,2330,208966,27.0,25.3,1.8,2.552,4.561252
2019-05-11 17:00:00+00:00,1557594000,2330,208966,27.044,25.0,2.0,3.274,4.8674052
2019-05-11 18:00:00+00:00,1557597600,2330,208966,27.666,25.0,2.1,3.412,4.8782408
2019-05-11 19:00:00+00:00,1557601200,2330,208966,28.0,25.0,2.1,3.428,4.8939900000000005
2019-05-11 20:00:00+00:00,1557604800,2330,208966,28.0,24.7,2.0,3.155,4.791024
2019-05-11 21:00:00+00:00,1557608400,2330,208966,28.0,24.4,2.4,3.95,5.122454
2019-05-11 22:00:00+00:00,1557612000,2330,208966,28.0,24.8,2.3,3.834,5.079486
2019-05-11 23:00:00+00:00,1557615600,2330,208966,28.0,25.6,2.0,3.15,4.760108000000001
2019-05-12 00:00:00+00:00,1557619200,2330,208966,28.0,25.8,1.6,2.317,4.371562000000001
2019-05-12 01:00:00+00:00,1557622800,2330,208966,28.0,26.1,1.4,1.839,4.136548
2019-05-12 02:00:00+00:00,1557626400,2330,208966,28.0,26.4,1.2,1.388,3.944764
2019-05-12 03:00:00+00:00,1557630000,2330,208966,28.0,26.7,1.0,1.048,3.8006640000000003
2019-05-12 04:00:00+00:00,1557633600,2330,208966,28.0,26.7,0.9,0.797,3.677786
2019-05-12 05:00:00+00:00,1557637200,2330,208966,28.0,26.7,0.8,0.75,3.6340320000000004
2019-05-12 06:00:00+00:00,1557640800,2330,208966,28.0,26.7,0.8,0.715,3.6246
2019-05-12 07:00:00+00:00,1557644400,2330,208966,28.291,26.7,0.9,0.856,3.6448418
2019-05-12 08:00:00+00:00,1557648000,2330,208966,29.0,26.4,1.3,1.583,3.927994
2019-05-12 09:00:00+00:00,1557651600,2330,208966,29.0,26.1,2.0,2.896,4.547362
2019-05-12 10:00:00+00:00,1557655200,2330,208966,29.669,25.8,3.1,5.256,5.6734102
2019-05-12 11:00:00+00:00,1557658800,2330,208966,30.0,25.6,4.5,8.052,6.974266
2019-05-12 12:00:00+00:00,1557662400,2330,208966,30.0,25.6,5.0,9.011,7.411806
2019-05-12 13:00:00+00:00,1557666000,2330,208966,30.334,25.6,6.3,11.404,8.6296112
2019-05-12 14:00:00+00:00,1557669600,2330,208966,31.0,25.6,7.7,14.278,9.922812
2019-05-12 15:00:00+00:00,1557673200,2330,208966,31.0,25.2,6.7,12.466,9.049828000000002
2019-05-12 16:00:00+00:00,1557676800,2330,208966,31.0,25.0,5.9,10.734,8.200161999999999
2019-05-12 17:00:00+00:00,1557680400,2330,208966,31.0,25.0,5.8,10.558,8.064446
2019-05-12 18:00:00+00:00,1557684000,2330,208966,31.0,25.0,5.7,10.328,8.001304000000001
2019-05-12 19:00:00+00:00,1557687600,2330,208966,31.0,25.0,5.6,10.231,7.919822000000001
2019-05-12 20:00:00+00:00,1557691200,2330,208966,31.095,24.4,5.1,9.328,7.434269
2019-05-12 21:00:00+00:00,1557694800,2330,208966,30.604,25.1,5.8,12.07,8.2314152
2019-05-12 22:00:00+00:00,1557698400,2330,208966,28.072,27.3,4.9,9.138,7.585597600000001
2019-05-12 23:00:00+00:00,1557702000,2330,208966,29.166,27.2,5.4,9.826,7.849972800000001
2019-05-13 00:00:00+00:00,1557705600,2330,208966,32.573,25.9,4.6,8.35,6.8889754
2019-05-13 01:00:00+00:00,1557709200,2330,208966,36.0,25.0,2.9,4.933,4.925676
2019-05-13 02:00:00+00:00,1557712800,2330,208966,36.191,24.6,2.1,3.306,4.1420758
2019-05-13 03:00:00+00:00,1557716400,2330,208966,37.521,25.3,1.6,2.232,3.4861378000000003
2019-05-13 04:00:00+00:00,1557720000,2330,208966,38.428,25.1,1.0,1.108,2.8855264000000003
2019-05-13 05:00:00+00:00,1557723600,2330,208966,38.922,25.4,0.9,0.938,2.7724656000000003
2019-05-13 06:00:00+00:00,1557727200,2330,208966,38.712,25.3,1.2,1.568,3.0342275999999995
2019-05-13 07:00:00+00:00,1557730800,2330,208966,41.446,25.2,1.1,1.378,2.7257208000000004
2019-05-13 08:00:00+00:00,1557734400,2330,208966,38.321,27.0,1.1,1.236,2.9783278000000006
2019-05-13 09:00:00+00:00,1557738000,2330,208966,34.334,28.3,1.3,1.495,3.4456711999999996
2019-05-13 10:00:00+00:00,1557741600,2330,208966,33.095,28.5,1.4,1.913,3.715699
2019-05-13 11:00:00+00:00,1557745200,2330,208966,32.669,28.9,1.6,2.172,3.8973062
2019-05-13 12:00:00+00:00,1557748800,2330,208966,32.0,28.9,1.9,2.744,4.172696
2019-05-13 13:00:00+00:00,1557752400,2330,208966,32.0,28.9,2.4,3.922,4.765078
2019-05-13 14:00:00+00:00,1557756000,2330,208966,32.0,28.8,3.1,5.165,5.390472000000001
2019-05-13 15:00:00+00:00,1557759600,2330,208966,32.0,28.3,3.5,6.114,5.837444
2019-05-13 16:00:00+00:00,1557763200,2330,208966,32.0,28.3,4.0,7.163,6.3174280000000005
2019-05-13 17:00:00+00:00,1557766800,2330,208966,32.0,28.3,4.4,7.914,6.69759
2019-05-13 18:00:00+00:00,1557770400,2330,208966,32.0,28.3,4.8,8.606,7.096878
2019-05-13 19:00:00+00:00,1557774000,2330,208966,32.0,28.3,5.0,9.106,7.305168
2019-05-13 20:00:00+00:00,1557777600,2330,208966,32.0,28.3,5.1,9.189,7.36045
2019-05-13 21:00:00+00:00,1557781200,2330,208966,34.515,27.4,4.7,8.599,6.877989
2019-05-13 22:00:00+00:00,1557784800,2330,208966,35.759,25.6,4.2,7.396,6.2263202
2019-05-13 23:00:00+00:00,1557788400,2330,208966,38.265,24.4,3.4,6.102,5.2510270000000006
2019-05-14 00:00:00+00:00,1557792000,2330,208966,40.431,24.7,3.0,5.126,4.6238958
2019-05-14 01:00:00+00:00,1557795600,2330,208966,39.041,25.0,2.3,3.87,4.140589800000001
2019-05-14 02:00:00+00:00,1557799200,2330,208966,37.758,25.2,1.8,2.655,3.6983644
2019-05-14 03:00:00+00:00,1557802800,2330,208966,35.056,25.6,1.4,1.888,3.5817688000000003
2019-05-14 04:00:00+00:00,1557806400,2330,208966,34.916,25.5,1.4,1.77,3.5550608000000006
2019-05-14 05:00:00+00:00,1557810000,2330,208966,34.762,26.1,1.5,1.907,3.6076356
2019-05-14 06:00:00+00:00,1557813600,2330,208966,35.0,27.2,1.6,2.246,3.71943
2019-05-14 07:00:00+00:00,1557817200,2330,208966,35.0,26.9,1.6,2.266,3.7401280000000003
2019-05-14 08:00:00+00:00,1557820800,2330,208966,35.669,26.6,2.0,2.956,4.0461162
2019-05-14 09:00:00+00:00,1557824400,2330,208966,36.0,26.1,2.5,3.953,4.471892
2019-05-14 10:00:00+00:00,1557828000,2330,208966,36.024,25.9,3.2,5.428,5.1842972
2019-05-14 11:00:00+00:00,1557831600,2330,208966,37.0,25.6,3.7,6.426,5.58539
